,ID,full_formula,Nsites,Nelements,A Z,A Period_Number,A Group_Number,A Electronegativity,A Covalent_radius,A Valence_Electrons,A Ionization_Energy,A Electron_Afinity,A Block,A Volume,A Density,A Atomic_Weight,A Z,A Period_Number,A Group_Number,A Electronegativity,A Covalent_radius,A Valence_Electrons,A Ionization_Energy,A Electron_Afinity,A Block,A Volume,A Density,A Atomic_Weight,B Z,B Period_Number,B Group_Number,B Electronegativity,B Covalent_radius,B Valence_Electrons,B Ionization_Energy,B Electron_Afinity,B Block,B Volume,B Density,B Atomic_Weight,B2 Z,B2 Period_Number,B2 Group_Number,B2 Electronegativity,B2 Covalent_radius,B2 Valence_Electrons,B2 Ionization_Energy,B2 Electron_Afinity,B2 Block,B2 Volume,B2 Density,B2 Atomic_Weight,X1 Z,X1 Period_Number,X1 Group_Number,X1 Electronegativity,X1 Covalent_radius,X1 Valence_Electrons,X1 Ionization_Energy,X1 Electron_Afinity,X1 Block,X1 Volume,X1 Density,X1 Atomic_Weight,X2 Z,X2 Period_Number,X2 Group_Number,X2 Electronegativity,X2 Covalent_radius,X2 Valence_Electrons,X2 Ionization_Energy,X2 Electron_Afinity,X2 Block,X2 Volume,X2 Density,X2 Atomic_Weight,X3 Z,X3 Period_Number,X3 Group_Number,X3 Electronegativity,X3 Covalent_radius,X3 Valence_Electrons,X3 Ionization_Energy,X3 Electron_Afinity,X3 Block,X3 Volume,X3 Density,X3 Atomic_Weight,X4 Z,X4 Period_Number,X4 Group_Number,X4 Electronegativity,X4 Covalent_radius,X4 Valence_Electrons,X4 Ionization_Energy,X4 Electron_Afinity,X4 Block,X4 Volume,X4 Density,X4 Atomic_Weight,X5 Z,X5 Period_Number,X5 Group_Number,X5 Electronegativity,X5 Covalent_radius,X5 Valence_Electrons,X5 Ionization_Energy,X5 Electron_Afinity,X5 Block,X5 Volume,X5 Density,X5 Atomic_Weight,X6 Z,X6 Period_Number,X6 Group_Number,X6 Electronegativity,X6 Covalent_radius,X6 Valence_Electrons,X6 Ionization_Energy,X6 Electron_Afinity,X6 Block,X6 Volume,X6 Density,X6 Atomic_Weight,volume-py,density-py,Energy,Energy_per_atom,Formation_energy_per_atom,E_above_hull,Band_gap
125,mp-9657,Li2As2O6,10.0,3.0,4.0,2.0,2.0,1.57,96.0,2.0,9.323,0.0,1.0,8.1,1848.0,9.012183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,4.0,16.0,2.55,120.0,6.0,9.753,2.02,2.0,27.21,4819.0,78.971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,17.0,3.98,57.0,7.0,17.422,3.4,2.0,18601.17,1.696,18.9984,9.0,2.0,17.0,3.98,57.0,7.0,17.422,3.4,2.0,18601.17,1.696,18.9984,9.0,2.0,17.0,3.98,57.0,7.0,17.422,3.4,2.0,18601.17,1.696,18.9984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.28833751464028,4.3003790263937685,-58.57007753,-5.857007753,-1.9961222890833332,0.0,3.4578999999999995
126,mp-976133,Na1As1O3,5.0,3.0,12.0,3.0,2.0,1.31,141.0,2.0,7.646,0.0,1.0,23.22,1738.0,24.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,4.0,16.0,2.55,120.0,6.0,9.753,2.02,2.0,27.21,4819.0,78.971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,17.0,3.98,57.0,7.0,17.422,3.4,2.0,18601.17,1.696,18.9984,9.0,2.0,17.0,3.98,57.0,7.0,17.422,3.4,2.0,18601.17,1.696,18.9984,9.0,2.0,17.0,3.98,57.0,7.0,17.422,3.4,2.0,18601.17,1.696,18.9984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.44697090838285,4.709481155104125,-26.69710011,-5.3394200220000005,-1.5978745277500004,0.3065382220444403,0.0
127,mp-976763,Ni1As1O3,5.0,3.0,29.0,4.0,11.0,1.9,132.0,2.0,7.727,1.227,3.0,11.78,8960.0,63.546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,4.0,16.0,2.55,120.0,6.0,9.753,2.02,2.0,27.21,4819.0,78.971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,17.0,3.98,57.0,7.0,17.422,3.4,2.0,18601.17,1.696,18.9984,9.0,2.0,17.0,3.98,57.0,7.0,17.422,3.4,2.0,18601.17,1.696,18.9984,9.0,2.0,17.0,3.98,57.0,7.0,17.422,3.4,2.0,18601.17,1.696,18.9984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.50426706330274,5.97129373706661,-23.31504102,-4.663008204,-0.4607429507499994,1.005288466875001,0.0
128,mp-975425,Rb1As1O3,5.0,3.0,38.0,5.0,2.0,0.95,195.0,2.0,5.695,0.0521,1.0,560.43,2630.0,887.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,4.0,16.0,2.55,120.0,6.0,9.753,2.02,2.0,27.21,4819.0,78.971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,17.0,3.98,57.0,7.0,17.422,3.4,2.0,18601.17,1.696,18.9984,9.0,2.0,17.0,3.98,57.0,7.0,17.422,3.4,2.0,18601.17,1.696,18.9984,9.0,2.0,17.0,3.98,57.0,7.0,17.422,3.4,2.0,18601.17,1.696,18.9984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.135790683882746,5.660117370269648,-25.22517613,-5.045035226,-1.3698275182499997,0.2005214958999985,0.0
129,mp-973156,Sc1As1O3,5.0,3.0,22.0,4.0,4.0,1.54,160.0,2.0,6.828,0.079,3.0,17.64,4507.0,47.867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,4.0,16.0,2.55,120.0,6.0,9.753,2.02,2.0,27.21,4819.0,78.971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,17.0,3.98,57.0,7.0,17.422,3.4,2.0,18601.17,1.696,18.9984,9.0,2.0,17.0,3.98,57.0,7.0,17.422,3.4,2.0,18601.17,1.696,18.9984,9.0,2.0,17.0,3.98,57.0,7.0,17.422,3.4,2.0,18601.17,1.696,18.9984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.25659245178591,4.550762080484664,-32.53403334,-6.506806668,-1.76121195375,1.04698909875,0.0
130,mp-978851,Sr1As1O3,5.0,3.0,39.0,5.0,3.0,1.22,190.0,2.0,6.22,0.307,3.0,33.01,4472.0,88.90584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,4.0,16.0,2.55,120.0,6.0,9.753,2.02,2.0,27.21,4819.0,78.971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,17.0,3.98,57.0,7.0,17.422,3.4,2.0,18601.17,1.696,18.9984,9.0,2.0,17.0,3.98,57.0,7.0,17.422,3.4,2.0,18601.17,1.696,18.9984,9.0,2.0,17.0,3.98,57.0,7.0,17.422,3.4,2.0,18601.17,1.696,18.9984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.80174892271716,5.56687622512511,-30.51379041,-6.102758081999999,-2.285760938083333,0.2456566963333317,0.0
132,mp-1183212,B1Au1O3,5.0,3.0,6.0,2.0,14.0,2.55,76.0,4.0,11.261,1.595,2.0,8.83,2260.0,12.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,6.0,12.0,2.0,132.0,2.0,10.438,0.0,3.0,24.61,13534.0,200.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,17.0,3.98,57.0,7.0,17.422,3.4,2.0,18601.17,1.696,18.9984,9.0,2.0,17.0,3.98,57.0,7.0,17.422,3.4,2.0,18601.17,1.696,18.9984,9.0,2.0,17.0,3.98,57.0,7.0,17.422,3.4,2.0,18601.17,1.696,18.9984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.75273889652396,9.934466602061132,-24.14445424,-4.828890848,-0.2908371304166664,1.3462715491666666,0.0
133,mp-1183287,Ba1Au1O3,5.0,3.0,57.0,6.0,4.0,1.1,207.0,2.0,5.577,0.5,4.0,37.53,6146.0,138.9055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,6.0,12.0,2.0,132.0,2.0,10.438,0.0,3.0,24.61,13534.0,200.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,17.0,3.98,57.0,7.0,17.422,3.4,2.0,18601.17,1.696,18.9984,9.0,2.0,17.0,3.98,57.0,7.0,17.422,3.4,2.0,18601.17,1.696,18.9984,9.0,2.0,17.0,3.98,57.0,7.0,17.422,3.4,2.0,18601.17,1.696,18.9984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.70777290092101,8.49724724234547,-25.25046351,-5.050092702,-1.4641229467499997,0.2052448349999993,0.0
134,mp-1183414,Be1Au1O3,5.0,3.0,5.0,2.0,13.0,2.04,84.0,3.0,8.298,0.277,2.0,7.3,2460.0,10.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,6.0,12.0,2.0,132.0,2.0,10.438,0.0,3.0,24.61,13534.0,200.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,17.0,3.98,57.0,7.0,17.422,3.4,2.0,18601.17,1.696,18.9984,9.0,2.0,17.0,3.98,57.0,7.0,17.422,3.4,2.0,18601.17,1.696,18.9984,9.0,2.0,17.0,3.98,57.0,7.0,17.422,3.4,2.0,18601.17,1.696,18.9984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.53696457156541,9.261457216557636,-22.92968975,-4.58593795,-0.6358797877500002,0.8418128383749997,0.0
135,mp-1183686,Co1Au1O3,5.0,3.0,28.0,4.0,10.0,1.91,124.0,2.0,7.64,1.16,3.0,10.94,8908.0,58.6934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,6.0,12.0,2.0,132.0,2.0,10.438,0.0,3.0,24.61,13534.0,200.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,17.0,3.98,57.0,7.0,17.422,3.4,2.0,18601.17,1.696,18.9984,9.0,2.0,17.0,3.98,57.0,7.0,17.422,3.4,2.0,18601.17,1.696,18.9984,9.0,2.0,17.0,3.98,57.0,7.0,17.422,3.4,2.0,18601.17,1.696,18.9984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.82851821037035,9.203867949631238,-22.65415623,-4.530831246,-0.2817920977500002,0.6154238686666709,0.0
136,mp-1185548,Cs1Au1O3,5.0,3.0,56.0,6.0,2.0,0.89,215.0,2.0,5.212,0.1446,1.0,64.97,3510.0,137.327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,6.0,12.0,2.0,132.0,2.0,10.438,0.0,3.0,24.61,13534.0,200.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,17.0,3.98,57.0,7.0,17.422,3.4,2.0,18601.17,1.696,18.9984,9.0,2.0,17.0,3.98,57.0,7.0,17.422,3.4,2.0,18601.17,1.696,18.9984,9.0,2.0,17.0,3.98,57.0,7.0,17.422,3.4,2.0,18601.17,1.696,18.9984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.95204306569005,7.94746075648926,-19.21388213,-3.842776426,-0.4615203623362063,0.4551229417500009,0.0
137,mp-1184383,Eu1Au1O3,5.0,3.0,64.0,6.0,11.0,1.2,196.0,2.0,6.15,0.52,4.0,33.05,7901.0,157.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,6.0,12.0,2.0,132.0,2.0,10.438,0.0,3.0,24.61,13534.0,200.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,17.0,3.98,57.0,7.0,17.422,3.4,2.0,18601.17,1.696,18.9984,9.0,2.0,17.0,3.98,57.0,7.0,17.422,3.4,2.0,18601.17,1.696,18.9984,9.0,2.0,17.0,3.98,57.0,7.0,17.422,3.4,2.0,18601.17,1.696,18.9984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.40281719206341,9.496959262589131,-33.70638711,-6.7412774220000005,-1.4806931377500008,0.3739282609999987,0.0
138,mp-1184942,K1Au1O3,5.0,3.0,20.0,4.0,2.0,1.0,176.0,2.0,6.113,0.0246,1.0,42.94,1550.0,40.078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,6.0,12.0,2.0,132.0,2.0,10.438,0.0,3.0,24.61,13534.0,200.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,17.0,3.98,57.0,7.0,17.422,3.4,2.0,18601.17,1.696,18.9984,9.0,2.0,17.0,3.98,57.0,7.0,17.422,3.4,2.0,18601.17,1.696,18.9984,9.0,2.0,17.0,3.98,57.0,7.0,17.422,3.4,2.0,18601.17,1.696,18.9984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.87610219949094,6.562651688367877,-19.94288615,-3.98857723,-0.5643218513500002,0.3611940707499999,0.0
139,mp-982245,Pb1Au1O3,5.0,3.0,83.0,6.0,15.0,2.02,148.0,5.0,7.29,0.945,2.0,35.48,9780.0,208.9804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,6.0,12.0,2.0,132.0,2.0,10.438,0.0,3.0,24.61,13534.0,200.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,17.0,3.98,57.0,7.0,17.422,3.4,2.0,18601.17,1.696,18.9984,9.0,2.0,17.0,3.98,57.0,7.0,17.422,3.4,2.0,18601.17,1.696,18.9984,9.0,2.0,17.0,3.98,57.0,7.0,17.422,3.4,2.0,18601.17,1.696,18.9984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.41118537597386,10.514280914279322,-22.78396208,-4.556792416,-0.6120989167499993,0.3294768926666656,0.0
140,mp-975405,Rb1Au1O3,5.0,3.0,38.0,5.0,2.0,0.95,195.0,2.0,5.695,0.0521,1.0,560.43,2630.0,887.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,6.0,12.0,2.0,132.0,2.0,10.438,0.0,3.0,24.61,13534.0,200.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,17.0,3.98,57.0,7.0,17.422,3.4,2.0,18601.17,1.696,18.9984,9.0,2.0,17.0,3.98,57.0,7.0,17.422,3.4,2.0,18601.17,1.696,18.9984,9.0,2.0,17.0,3.98,57.0,7.0,17.422,3.4,2.0,18601.17,1.696,18.9984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.00835937393516,7.315133863495324,-19.6152536,-3.92305072,-0.5247683162499996,0.3903206787500002,0.0
141,mp-1186920,Sb1Au1O3,5.0,3.0,52.0,5.0,16.0,2.1,138.0,6.0,9.01,1.971,2.0,33.96,6240.0,127.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,6.0,12.0,2.0,132.0,2.0,10.438,0.0,3.0,24.61,13534.0,200.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,17.0,3.98,57.0,7.0,17.422,3.4,2.0,18601.17,1.696,18.9984,9.0,2.0,17.0,3.98,57.0,7.0,17.422,3.4,2.0,18601.17,1.696,18.9984,9.0,2.0,17.0,3.98,57.0,7.0,17.422,3.4,2.0,18601.17,1.696,18.9984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.11512496108023,9.497927454465971,-24.67417865,-4.9348357300000005,-0.9068602237500002,0.4022137948333286,0.0
142,mp-1187146,Sr1Au1O3,5.0,3.0,39.0,5.0,3.0,1.22,190.0,2.0,6.22,0.307,3.0,33.01,4472.0,88.90584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,6.0,12.0,2.0,132.0,2.0,10.438,0.0,3.0,24.61,13534.0,200.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,17.0,3.98,57.0,7.0,17.422,3.4,2.0,18601.17,1.696,18.9984,9.0,2.0,17.0,3.98,57.0,7.0,17.422,3.4,2.0,18601.17,1.696,18.9984,9.0,2.0,17.0,3.98,57.0,7.0,17.422,3.4,2.0,18601.17,1.696,18.9984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.7442566555607,7.806570144195962,-24.852686,-4.9705372,-1.4304653600833332,0.2717218329999982,0.0
143,mp-1187924,Yb1Au1O3,5.0,3.0,71.0,6.0,18.0,1.27,187.0,8.0,5.426,0.52,3.0,29.52,9841.0,174.9668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,6.0,12.0,2.0,132.0,2.0,10.438,0.0,3.0,24.61,13534.0,200.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,17.0,3.98,57.0,7.0,17.422,3.4,2.0,18601.17,1.696,18.9984,9.0,2.0,17.0,3.98,57.0,7.0,17.422,3.4,2.0,18601.17,1.696,18.9984,9.0,2.0,17.0,3.98,57.0,7.0,17.422,3.4,2.0,18601.17,1.696,18.9984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.28816419088089,10.47114907196504,-24.58619134,-4.917238268,-1.4071436240833328,0.2811453993749992,0.0
144,mp-971700,Zn1Au1O3,5.0,3.0,31.0,4.0,13.0,1.81,122.0,3.0,5.999,0.3,2.0,19.61,5904.0,69.723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,6.0,12.0,2.0,132.0,2.0,10.438,0.0,3.0,24.61,13534.0,200.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,17.0,3.98,57.0,7.0,17.422,3.4,2.0,18601.17,1.696,18.9984,9.0,2.0,17.0,3.98,57.0,7.0,17.422,3.4,2.0,18601.17,1.696,18.9984,9.0,2.0,17.0,3.98,57.0,7.0,17.422,3.4,2.0,18601.17,1.696,18.9984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.89549963874947,8.463478774783361,-18.08646907,-3.617293814,-0.1632261037500001,0.7897293113749999,0.0
146,mp-1214407,Ba1B1O3,5.0,3.0,57.0,6.0,4.0,1.1,207.0,2.0,5.577,0.5,4.0,37.53,6146.0,138.9055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,14.0,2.55,76.0,4.0,11.261,1.595,2.0,8.83,2260.0,12.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,17.0,3.98,57.0,7.0,17.422,3.4,2.0,18601.17,1.696,18.9984,9.0,2.0,17.0,3.98,57.0,7.0,17.422,3.4,2.0,18601.17,1.696,18.9984,9.0,2.0,17.0,3.98,57.0,7.0,17.422,3.4,2.0,18601.17,1.696,18.9984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.74918146839155,6.059475020396386,-29.25096544,-5.850193088,-1.5831215124166669,1.251929349624998,0.0
147,mp-1183422,Be1B1O3,5.0,3.0,5.0,2.0,13.0,2.04,84.0,3.0,8.298,0.277,2.0,7.3,2460.0,10.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,14.0,2.55,76.0,4.0,11.261,1.595,2.0,8.83,2260.0,12.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,17.0,3.98,57.0,7.0,17.422,3.4,2.0,18601.17,1.696,18.9984,9.0,2.0,17.0,3.98,57.0,7.0,17.422,3.4,2.0,18601.17,1.696,18.9984,9.0,2.0,17.0,3.98,57.0,7.0,17.422,3.4,2.0,18601.17,1.696,18.9984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.79914295160879,3.2362881614185133,-28.19874031,-5.639748062000001,-1.008588079416667,1.6392299505416652,0.0
148,mp-984628,Ca1B1O3,5.0,3.0,21.0,4.0,3.0,1.36,170.0,2.0,6.562,0.188,3.0,25.01,2985.0,44.95591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,14.0,2.55,76.0,4.0,11.261,1.595,2.0,8.83,2260.0,12.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,17.0,3.98,57.0,7.0,17.422,3.4,2.0,18601.17,1.696,18.9984,9.0,2.0,17.0,3.98,57.0,7.0,17.422,3.4,2.0,18601.17,1.696,18.9984,9.0,2.0,17.0,3.98,57.0,7.0,17.422,3.4,2.0,18601.17,1.696,18.9984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.13256708502324,3.8973665776244015,-31.5690451,-6.31380902,-2.030639063416666,0.8967377413750022,0.0
