S.No,Compound,A,B,In literature,Lowest distortion,v(A),v(B),r(AXII)(Å),r(AVI)(Å),r(BVI)(Å),EN(A),EN(B),l(A-O)(Å),l(B-O)(Å),ΔENR,tG,τ,μ
1433,FePrO3,Fe,Pr,FALSE,orthorhombic,not balanced,not balanced,"0,85","0,67","0,92","1,83","1,13","2,290643632","2,340791612","-2,360535714","0,685771663",-,"0,657142857"
1434,FePtO3,Fe,Pt,FALSE,cubic,element not in BV,element not in BV,"0,85","0,67","0,67","1,83","2,28","2,290643632","2,64390067","-1,560535714","0,768594327",-,"0,478571429"
1435,FePuO3,Fe,Pu,FALSE,rhombohedral,element not in BV,element not in BV,"0,85","0,67","0,83","1,83","1,28","2,290643632","2,226583834","-2,152678571","0,713448546",-,"0,592857143"
1436,FeRbO3,Fe,Rb,FALSE,orthorhombic,not balanced,not balanced,"0,85","0,67","1,52","1,83","0,82","2,290643632","2,825996661","-3,536785714","0,544859677",-,"1,085714286"
1437,FeReO3,Fe,Re,FALSE,cubic,2,4,"0,92","0,67","0,63","1,83","1,9","2,290643632","1,98797081","-1,64225","0,808122036","5,935427609","0,45"
1438,FeRhO3,Fe,Rh,FALSE,cubic,2,4,"0,92","0,67","0,6","1,83","2,28","2,290643632","2,001424352","-1,463285714","0,820243866","5,507762171","0,428571429"
1439,FeRuO3,Fe,Ru,FALSE,cubic,1,5,"0,92","0,67","0,57","1,83","2,2","2,290643632","2,018753288","-1,435464286","0,83273489","4,827582385","0,407142857"
1440,FeSbO3,Fe,Sb,FALSE,cubic,1,5,"0,92","0,67","0,6","1,83","2,05","2,290643632","2,075848892","-1,538857143","0,820243866","4,920547752","0,428571429"
1441,FeScO3,Fe,Sc,FALSE,-,not balanced,not balanced,"0,85","0,67","0,75","1,83","1,36","2,290643632","2,074614707","-1,984107143","0,739995469",-,"0,535714286"
1442,FeSiO3,Fe,Si,FALSE,cubic,2,4,"0,92","0,67","0,4","1,83","1,9","2,290643632","1,783360927","-1,227428571","0,911382074","5,022811401","0,285714286"
1443,FeSmO3,Fe,Sm,FALSE,orthorhombic,not balanced,not balanced,"0,85","0,67","0,96","1,83","1,17","2,290643632","2,311832729","-2,420535714","0,674148414",-,"0,685714286"
1444,FeSnO3,Fe,Sn,FALSE,cubic,2,4,"0,92","0,67","0,69","1,83","1,96","2,290643632","2,052287148","-1,73075","0,78492236","7,298477499","0,492857143"
1445,FeSrO3,Fe,Sr,FALSE,orthorhombic,not balanced,not balanced,"0,85","0,67","1,18","1,83","0,95","2,290643632","2,452968591","-2,884107143","0,616662891",-,"0,842857143"
1446,FeTaO3,Fe,Ta,FALSE,orthorhombic,2,4,"0,92","0,67","0,68","1,83","1,5","2,290643632","1,956808277","-1,863857143","0,788696025","7,010373577","0,485714286"
1447,FeTbO3,Fe,Tb,FALSE,cubic,2,4,"0,92","0,67","0,76","1,83","1,2","2,290643632","2,256932729","-2,106714286","0,759485061","10,51410878","0,542857143"
1448,FeTcO3,Fe,Tc,FALSE,orthorhombic,element not in BV,element not in BV,"0,85","0,67","0,6","1,83","1,9","2,290643632",0,"-1,549642857","0,795495129",-,"0,428571429"
1449,FeTeO3,Fe,Te,FALSE,cubic,2,4,"0,92","0,67","0,97","1,83","2,1","2,290643632","2,115491508","-2,18975","0,692188917","-38,39988207","0,692857143"
1450,FeThO3,Fe,Th,FALSE,cubic,2,4,"0,92","0,67","0,94","1,83","1,3","2,290643632","2,246056043","-2,3985","0,701063133","-93,52840682","0,671428571"
1451,FeTiO3,Fe,Ti,FALSE,cubic,2,4,"0,92","0,67","0,61","1,83","1,54","2,290643632","1,927848949","-1,724464286","0,816163051","5,635762036","0,435714286"
1452,FeTlO3,Fe,Tl,FALSE,orthorhombic,3,3,"0,78","0,67","0,89","1,83","1,62","2,290643632","2,297683747","-2,112178571","0,673140953","-27,35618973","0,635714286"
1453,FeTmO3,Fe,Tm,FALSE,cubic,3,3,"0,78","0,67","0,88","1,83","1,25","2,290643632","2,119700811","-2,197214286","0,676093326","-29,45282187","0,628571429"
1454,FeUO3,Fe,U,FALSE,cubic,2,4,"0,92","0,67","0,89","1,83","1,38","2,290643632","2,0478","-2,282035714","0,716370189","59,93436339","0,635714286"
1455,FeVO3,Fe,V,FALSE,cubic,2,4,"0,92","0,67","0,58","1,83","1,63","2,290643632","1,758039163","-1,640785714","0,828529158","5,290230255","0,414285714"
1456,FeWO3,Fe,W,FALSE,rhombohedral,2,4,"0,92","0,67","0,66","1,83","2,36","2,290643632","1,7456","-1,545214286","0,796353268","6,515053681","0,471428571"
1457,FeYO3,Fe,Y,FALSE,-,not balanced,not balanced,"0,85","0,67","0,9","1,83","1,22","2,290643632","2,235124352","-2,297142857","0,691734895",-,"0,642857143"
1458,FeYbO3,Fe,Yb,FALSE,orthorhombic,3,3,"0,78","0,67","0,87","1,83","1,1","2,290643632","2,223980699","-2,220964286","0,679071711","-32,02150617","0,621428571"
1459,FeZnO3,Fe,Zn,FALSE,cubic,not balanced,not balanced,"0,85","0,67","0,74","1,83","1,65","2,290643632","2,096140752","-1,878035714","0,743453391",-,"0,528571429"
1460,FeZrO3,Fe,Zr,FALSE,cubic,2,4,"0,92","0,67","0,72","1,83","1,33","2,290643632","2,043777903","-1,991857143","0,773814968","8,370072419","0,514285714"
1461,GaAcO3,Ga,Ac,FALSE,orthorhombic,element not in BV,element not in BV,"0,62","0,62","1,12","1,81","1,1","2,233187797",0,"-2,546142857","0,566807817",-,"0,8"
1462,GaAgO3,Ga,Ag,FALSE,orthorhombic,not balanced,not balanced,"0,62","0,62","0,95","1,81","1,93","2,233187797","2,488353231","-2,054535714","0,607810935",-,"0,678571429"
1463,GaAlO3,Ga,Al,FALSE,cubic,3,3,"0,62","0,62","0,54","1,81","1,61","2,233187797","1,892894405","-1,383","0,736265824","18,52517316","0,385714286"
1464,GaAsO3,Ga,As,FALSE,cubic,1,5,"0,62","0,62","0,46","1,81","2,18","2,233187797","1,932227032","-1,111928571","0,767933171","6,558914598","0,328571429"
1465,GaAuO3,Ga,Au,FALSE,cubic,element not in BV,element not in BV,"0,62","0,62","0,93","1,81","2,54","2,233187797","2,31369847","-1,88325","0,613028197",-,"0,664285714"
1466,GaBO3,Ga,B,FALSE,cubic,3,3,"0,62","0,62","0,27","1,81","2,04","2,233187797","1,624661665","-0,798892857","0,855302813","4,472096587","0,192857143"
1467,GaBaO3,Ga,Ba,FALSE,orthorhombic,not balanced,not balanced,"0,62","0,62","1,35","1,81","0,89","2,233187797","2,64009357","-3,009107143","0,519402072",-,"0,964285714"
1468,GaBeO3,Ga,Be,FALSE,cubic,not balanced,not balanced,"0,62","0,62","0,45","1,81","1,57","2,233187797","1,803349248","-1,228892857","0,772084161",-,"0,321428571"
1469,GaBiO3,Ga,Bi,FALSE,orthorhombic,1,5,"0,62","0,62","0,76","1,81","2,02","2,233187797","2,215655462","-1,690571429","0,661275786","-3,164739825","0,542857143"
1470,GaCaO3,Ga,Ca,FALSE,orthorhombic,not balanced,not balanced,"0,62","0,62",1,"1,81",1,"2,233187797","2,318139449","-2,351","0,595148207",-,"0,714285714"
1471,GaCdO3,Ga,Cd,FALSE,orthorhombic,not balanced,not balanced,"0,62","0,62","0,95","1,81","1,69","2,233187797","2,286435201","-2,107678571","0,607810935",-,"0,678571429"
1472,GaCeO3,Ga,Ce,FALSE,rhombohedral,not balanced,not balanced,"0,62","0,62","0,94","1,81","1,12","2,233187797","2,268642439","-2,215785714","0,610408418",-,"0,671428571"
1473,GaCoO3,Ga,Co,FALSE,cubic,not balanced,not balanced,"0,62","0,62","0,63","1,81","1,88","2,233187797","1,930310969","-1,486178571","0,703623497",-,"0,45"
1474,GaCrO3,Ga,Cr,FALSE,cubic,1,5,"0,62","0,62","0,49","1,81","1,66","2,233187797","1,960053288","-1,281392857","0,755743756","7,234237526","0,35"
1475,GaCsO3,Ga,Cs,FALSE,cubic,not balanced,not balanced,"0,62","0,62","1,67","1,81","0,79","2,233187797","3,009747218","-3,610678571","0,465262442",-,"1,192857143"
1476,GaCuO3,Ga,Cu,FALSE,cubic,not balanced,not balanced,"0,62","0,62","0,68","1,81","1,9","2,233187797","2,005573846","-1,572285714","0,68670947",-,"0,485714286"
1477,GaDyO3,Ga,Dy,FALSE,cubic,not balanced,not balanced,"0,62","0,62","0,99","1,81","1,22","2,233187797","2,255580699","-2,284178571","0,597638367",-,"0,707142857"
1478,GaErO3,Ga,Er,FALSE,cubic,not balanced,not balanced,"0,62","0,62","0,89","1,81","1,24","2,233187797","2,250676638","-2,098678571","0,623736113",-,"0,635714286"
1479,GaEuO3,Ga,Eu,FALSE,orthorhombic,not balanced,not balanced,"0,62","0,62","1,06","1,81","1,2","2,233187797","2,354367494","-2,415357143","0,580632398",-,"0,757142857"
1480,GaFeO3,Ga,Fe,FALSE,cubic,not balanced,not balanced,"0,62","0,62","0,67","1,81","1,83","2,233187797","1,999521816","-1,569678571","0,690026907",-,"0,478571429"
1481,Ga2O3,Ga,Ga,FALSE,cubic,not balanced,not balanced,"0,62","0,62","0,62","1,81","1,81","2,233187797","1,974643898","-1,483571429","0,707106781",-,"0,442857143"
1482,GaGdO3,Ga,Gd,FALSE,rhombohedral,not balanced,not balanced,"0,62","0,62","0,94","1,81","1,2","2,233187797","2,28415608","-2,198071429","0,610408418",-,"0,671428571"
1483,GaGeO3,Ga,Ge,FALSE,cubic,not balanced,not balanced,"0,62","0,62","0,63","1,81","2,01","2,233187797","1,899964183","-1,457392857","0,703623497",-,"0,45"
1484,GaHfO3,Ga,Hf,FALSE,cubic,not balanced,not balanced,"0,62","0,62","0,71","1,81","1,3","2,233187797","2,027412322","-1,759464286","0,676945828",-,"0,507142857"
1485,GaHgO3,Ga,Hg,FALSE,cubic,not balanced,not balanced,"0,62","0,62","1,11","1,81",2,"2,233187797","2,323654714","-2,32875","0,569066015",-,"0,792857143"
1486,GaHoO3,Ga,Ho,FALSE,cubic,not balanced,not balanced,"0,62","0,62","0,9","1,81","1,23","2,233187797","2,25865608","-2,119","0,621024217",-,"0,642857143"
1487,GaInO3,Ga,In,FALSE,cubic,not balanced,not balanced,"0,62","0,62","0,8","1,81","1,78","2,233187797","2,147680955","-1,816142857","0,64925259",-,"0,571428571"
1488,GaIrO3,Ga,Ir,FALSE,cubic,1,5,"0,62","0,62","0,57","1,81","2,2","2,233187797","2,009082787","-1,306678571","0,725053654","14,39237933","0,407142857"
1489,GaKO3,Ga,K,FALSE,orthorhombic,not balanced,not balanced,"0,62","0,62","1,38","1,81","0,82","2,233187797","2,723507129","-3,078928571","0,513797014",-,"0,985714286"
1490,GaLaO3,Ga,La,FALSE,rhombohedral,not balanced,not balanced,"0,62","0,62","1,03","1,81","1,1","2,233187797","2,376509378","-2,383178571","0,587800699",-,"0,735714286"
1491,GaLiO3,Ga,Li,FALSE,cubic,not balanced,not balanced,"0,62","0,62","0,76","1,81","0,98","2,233187797","2,095547886","-1,920857143","0,661275786",-,"0,542857143"
1492,GaLuO3,Ga,Lu,FALSE,cubic,not balanced,not balanced,"0,62","0,62","0,86","1,81","1,27","2,233187797","2,209114963","-2,037714286","0,632015796",-,"0,614285714"
1493,GaMgO3,Ga,Mg,FALSE,cubic,not balanced,not balanced,"0,62","0,62","0,72","1,81","1,31","2,233187797","2,046489492","-1,775357143","0,673752688",-,"0,514285714"
1494,GaMnO3,Ga,Mn,FALSE,cubic,not balanced,not balanced,"0,62","0,62","0,62","1,81","1,55","2,233187797","2,16999357","-1,541142857","0,707106781",-,"0,442857143"
1495,GaMoO3,Ga,Mo,FALSE,cubic,1,5,"0,62","0,62","0,61","1,81","2,16","2,233187797","1,7893","-1,387964286","0,710624725","63,80190144","0,435714286"
1496,GaNaO3,Ga,Na,FALSE,orthorhombic,not balanced,not balanced,"0,62","0,62","1,02","1,81","0,93","2,233187797","2,425828064","-2,402714286","0,590229627",-,"0,728571429"
1497,GaNbO3,Ga,Nb,FALSE,tetragonal,1,5,"0,62","0,62","0,64","1,81","1,6","2,233187797","1,955055241","-1,566285714","0,700174362","-29,325562","0,457142857"
1498,GaNdO3,Ga,Nd,FALSE,rhombohedral,not balanced,not balanced,"0,62","0,62","0,98","1,81","1,14","2,233187797","2,320966993","-2,283785714","0,600149453",-,"0,7"
1499,GaNiO3,Ga,Ni,FALSE,cubic,3,3,"0,62","0,62","0,6","1,81","1,91","2,233187797","2,103725488","-1,425214286","0,714177849","87,87486278","0,428571429"
1500,GaNpO3,Ga,Np,FALSE,rhombohedral,element not in BV,element not in BV,"0,62","0,62","0,86","1,81","1,36","2,233187797",0,"-2,017785714","0,632015796",-,"0,614285714"
1501,GaOsO3,Ga,Os,FALSE,cubic,element not in BV,element not in BV,"0,62","0,62","0,57","1,81","2,2","2,233187797","1,954921624","-1,306678571","0,725053654",-,"0,407142857"
1502,GaPaO3,Ga,Pa,FALSE,orthorhombic,element not in BV,element not in BV,"0,62","0,62","0,91","1,81","1,5","2,233187797",0,"-2,077321429","0,6183358",-,"0,65"
1503,GaPbO3,Ga,Pb,FALSE,rhombohedral,not balanced,not balanced,"0,62","0,62","0,99","1,81","2,33","2,233187797","2,362863567","-2,038392857","0,597638367",-,"0,707142857"
1504,GaPdO3,Ga,Pd,FALSE,cubic,not balanced,not balanced,"0,62","0,62","0,75","1,81","2,2","2,233187797","2,04250519","-1,632607143","0,664351487",-,"0,535714286"
1505,GaPmO3,Ga,Pm,FALSE,rhombohedral,element not in BV,element not in BV,"0,62","0,62","0,97","1,81","1,13","2,233187797",0,"-2,267892857","0,602681729",-,"0,692857143"
1506,GaPrO3,Ga,Pr,FALSE,rhombohedral,not balanced,not balanced,"0,62","0,62","0,92","1,81","1,13","2,233187797","2,340791612","-2,177357143","0,615670559",-,"0,657142857"
1507,GaPtO3,Ga,Pt,FALSE,cubic,element not in BV,element not in BV,"0,62","0,62","0,67","1,81","2,28","2,233187797","2,64390067","-1,470035714","0,690026907",-,"0,478571429"
1508,GaPuO3,Ga,Pu,FALSE,orthorhombic,element not in BV,element not in BV,"0,62","0,62","0,83","1,81","1,28","2,233187797","2,226583834","-1,981178571","0,64051825",-,"0,592857143"
1509,GaRbO3,Ga,Rb,FALSE,orthorhombic,not balanced,not balanced,"0,62","0,62","1,52","1,81","0,82","2,233187797","2,825996661","-3,332428571","0,48916291",-,"1,085714286"
1510,GaReO3,Ga,Re,FALSE,cubic,1,5,"0,62","0,62","0,58","1,81","1,9","2,233187797","1,98797081","-1,391214286","0,721391767","17,4423354","0,414285714"
1511,GaRhO3,Ga,Rh,FALSE,cubic,not balanced,not balanced,"0,62","0,62","0,61","1,81","2,28","2,233187797","2,001424352","-1,361392857","0,710624725",-,"0,435714286"
1512,GaRuO3,Ga,Ru,FALSE,cubic,1,5,"0,62","0,62","0,57","1,81","2,2","2,233187797","2,018753288","-1,306678571","0,725053654","14,39237933","0,407142857"
1513,GaSbO3,Ga,Sb,FALSE,cubic,1,5,"0,62","0,62","0,6","1,81","2,05","2,233187797","2,075848892","-1,394214286","0,714177849","32,84717648","0,428571429"
1514,GaScO3,Ga,Sc,FALSE,cubic,not balanced,not balanced,"0,62","0,62","0,75","1,81","1,36","2,233187797","2,074614707","-1,818607143","0,664351487",-,"0,535714286"
1515,GaSiO3,Ga,Si,FALSE,cubic,2,4,"0,62","0,62","0,4","1,81","1,9","2,233187797","1,783360927","-1,065285714","0,793530943","6,573508548","0,285714286"
1516,GaSmO3,Ga,Sm,FALSE,rhombohedral,not balanced,not balanced,"0,62","0,62","0,96","1,81","1,17","2,233187797","2,311832729","-2,240928571","0,605235465",-,"0,685714286"
1517,GaSnO3,Ga,Sn,FALSE,cubic,not balanced,not balanced,"0,62","0,62","0,69","1,81","1,96","2,233187797","2,052287148","-1,577107143","0,683423779",-,"0,492857143"
1518,GaSrO3,Ga,Sr,FALSE,orthorhombic,not balanced,not balanced,"0,62","0,62","1,18","1,81","0,95","2,233187797","2,452968591","-2,688","0,55362624",-,"0,842857143"
1519,GaTaO3,Ga,Ta,FALSE,tetragonal,1,5,"0,62","0,62","0,64","1,81","1,5","2,233187797","1,956808277","-1,588428571","0,700174362","-29,325562","0,457142857"
1520,GaTbO3,Ga,Tb,FALSE,rhombohedral,not balanced,not balanced,"0,62","0,62","0,84","1,81","1,2","2,233187797","2,256932729","-2,017","0,637658794",-,"0,6"
1521,GaTcO3,Ga,Tc,FALSE,rhombohedral,element not in BV,element not in BV,"0,62","0,62","0,6","1,81","1,9","2,233187797",0,"-1,427428571","0,714177849",-,"0,428571429"
1522,GaTeO3,Ga,Te,FALSE,cubic,not balanced,not balanced,"0,62","0,62","0,77","1,81","2,1","2,233187797","2,115491508","-1,690964286","0,658228432",-,"0,55"
1523,GaThO3,Ga,Th,FALSE,cubic,not balanced,not balanced,"0,62","0,62","0,94","1,81","1,3","2,233187797","2,246056043","-2,175928571","0,610408418",-,"0,671428571"
1524,GaTiO3,Ga,Ti,FALSE,cubic,not balanced,not balanced,"0,62","0,62","0,71","1,81","1,54","2,233187797","1,927848949","-1,706321429","0,676945828",-,"0,507142857"
1525,GaTlO3,Ga,Tl,FALSE,orthorhombic,not balanced,not balanced,"0,62","0,62","1,2","1,81","1,62","2,233187797","2,297683747","-2,575857143","0,549367576",-,"0,857142857"
1526,GaTmO3,Ga,Tm,FALSE,cubic,not balanced,not balanced,"0,62","0,62","0,96","1,81","1,25","2,233187797","2,119700811","-2,223214286","0,605235465",-,"0,685714286"
1527,GaUO3,Ga,U,FALSE,tetragonal,1,5,"0,62","0,62","0,76","1,81","1,38","2,233187797","2,0478","-1,832285714","0,661275786","-3,164739825","0,542857143"
1528,GaVO3,Ga,V,FALSE,cubic,1,5,"0,62","0,62","0,54","1,81","1,63","2,233187797","1,758039163","-1,378571429","0,736265824","9,903452781","0,385714286"
1529,GaWO3,Ga,W,FALSE,cubic,1,5,"0,62","0,62","0,62","1,81","2,36","2,233187797","1,7456","-1,361785714","0,707106781",-,"0,442857143"
1530,GaYO3,Ga,Y,FALSE,rhombohedral,not balanced,not balanced,"0,62","0,62","0,9","1,81","1,22","2,233187797","2,235124352","-2,121214286","0,621024217",-,"0,642857143"
1531,GaYbO3,Ga,Yb,FALSE,orthorhombic,not balanced,not balanced,"0,62","0,62","0,95","1,81","1,1","2,233187797","2,223980699","-2,238321429","0,607810935",-,"0,678571429"
1532,GaZnO3,Ga,Zn,FALSE,cubic,not balanced,not balanced,"0,62","0,62","0,74","1,81","1,65","2,233187797","2,096140752","-1,736285714","0,667455934",-,"0,528571429"
1533,GaZrO3,Ga,Zr,FALSE,cubic,not balanced,not balanced,"0,62","0,62","0,72","1,81","1,33","2,233187797","2,043777903","-1,770928571","0,673752688",-,"0,514285714"
1534,GdAcO3,Gd,Ac,FALSE,cubic,element not in BV,element not in BV,"1,11","0,94","1,12","1,2","1,1","2,57181216",0,"-3,199642857","0,704300802",-,"0,8"
1535,GdAgO3,Gd,Ag,FALSE,cubic,3,3,"1,11","0,94","0,75","1,2","1,93","2,57181216","2,488353231","-2,120035714","0,825506056","4,191981316","0,535714286"
1536,GdAlO3,Gd,Al,TRUE,orthorhombic,3,3,"1,11","0,94","0,54","1,2","1,61","2,57181216","1,892894405","-1,820892857","0,914864959","2,150915506","0,385714286"
1537,GdAsO3,Gd,As,FALSE,cubic,3,3,"1,11","0,94","0,58","1,2","2,18","2,57181216","1,932227032","-1,676071429","0,896382839","2,259106017","0,414285714"
1538,GdAuO3,Gd,Au,FALSE,cubic,element not in BV,element not in BV,"1,11","0,94","0,93","1,2","2,54","2,57181216","2,31369847","-2,243357143","0,761733056",-,"0,664285714"
1539,GdBO3,Gd,B,FALSE,cubic,not balanced,not balanced,"1,11","0,94","0,27","1,2","2,04","2,57181216","1,624661665","-1,102714286","1,062777258",-,"0,192857143"
1540,GdBaO3,Gd,Ba,FALSE,orthorhombic,not balanced,not balanced,"1,11","0,94","1,35","1,2","0,89","2,57181216","2,64009357","-3,749464286","0,645395644",-,"0,964285714"
1541,GdBeO3,Gd,Be,FALSE,orthorhombic,not balanced,not balanced,"1,11","0,94","0,45","1,2","1,57","2,57181216","1,803349248","-1,654178571","0,959371903",-,"0,321428571"
1542,GdBiO3,Gd,Bi,FALSE,cubic,3,3,"1,11","0,94","1,03","1,2","2,02","2,57181216","2,215655462","-2,652357143","0,730386017","35,58057728","0,735714286"
1543,GdCaO3,Gd,Ca,FALSE,cubic,not balanced,not balanced,"1,11","0,94",1,"1,2",1,"2,57181216","2,318139449","-2,995857143","0,739515842",-,"0,714285714"
1544,GdCdO3,Gd,Cd,FALSE,cubic,not balanced,not balanced,"1,11","0,94","0,95","1,2","1,69","2,57181216","2,286435201","-2,620892857","0,755250222",-,"0,678571429"
1545,GdCeO3,Gd,Ce,FALSE,cubic,3,3,"1,11","0,94","1,01","1,2","1,12","2,57181216","2,268642439","-2,968571429","0,736447312","27,30871802","0,721428571"
1546,GdCoO3,Gd,Co,FALSE,-,3,3,"1,11","0,94","0,61","1,2","1,88","2,57181216","1,930310969","-1,855857143","0,88300399",-,"0,435714286"
1547,GdCrO3,Gd,Cr,TRUE,orthorhombic,3,3,"1,11","0,94","0,62","1,2","1,66","2,57181216","1,960053288","-1,963357143","0,878632684","2,480259443","0,442857143"
1548,GdCsO3,Gd,Cs,FALSE,tetragonal,not balanced,not balanced,"1,11","0,94","1,67","1,2","0,79","2,57181216","3,009747218","-4,43825","0,578123134",-,"1,192857143"
1549,GdCuO3,Gd,Cu,FALSE,orthorhombic,3,3,"1,11","0,94","0,54","1,2","1,9","2,57181216","2,005573846","-1,705928571","0,914864959","2,150915506","0,385714286"
1550,GdDyO3,Gd,Dy,FALSE,cubic,3,3,"1,11","0,94","0,91","1,2","1,22","2,57181216","2,255580699","-2,726071429","0,768328148","10,95758804","0,65"
1551,GdErO3,Gd,Er,FALSE,cubic,3,3,"1,11","0,94","0,89","1,2","1,24","2,57181216","2,250676638","-2,677571429","0,775038437","9,511365607","0,635714286"
1552,GdEuO3,Gd,Eu,FALSE,cubic,3,3,"1,11","0,94","0,95","1,2","1,2","2,57181216","2,354367494","-2,815142857","0,755250222","14,99336699","0,678571429"
1553,GdFeO3,Gd,Fe,TRUE,orthorhombic,3,3,"1,11","0,94","0,65","1,2","1,83","2,57181216","1,999521816","-1,956821429","0,865774644","2,727133256","0,464285714"
1554,GdGaO3,Gd,Ga,TRUE,orthorhombic,3,3,"1,11","0,94","0,62","1,2","1,81","2,57181216","1,974643898","-1,903892857","0,878632684","2,480259443","0,442857143"
1555,Gd2O3,Gd,Gd,FALSE,cubic,3,3,"1,11","0,94","0,94","1,2","1,2","2,57181216","2,28415608","-2,794857143","0,758477787","13,79982136","0,671428571"
1556,GdGeO3,Gd,Ge,FALSE,cubic,2,4,"1,11","0,94","0,53","1,2","2,01","2,57181216","1,899964183","-1,642035714","0,919605192","4,307719254","0,378571429"
1557,GdHfO3,Gd,Hf,FALSE,orthorhombic,2,4,"1,11","0,94","0,71","1,2","1,3","2,57181216","2,027412322","-2,288642857","0,84115546","4,969164083","0,507142857"
1558,GdHgO3,Gd,Hg,FALSE,cubic,not balanced,not balanced,"1,11","0,94","1,11","1,2",2,"2,57181216","2,323654714","-2,822571429","0,707106781",-,"0,792857143"
1559,GdHoO3,Gd,Ho,FALSE,cubic,3,3,"1,11","0,94","0,9","1,2","1,23","2,57181216","2,25865608","-2,701821429","0,771668705","10,19808193","0,642857143"
1560,GdInO3,Gd,In,FALSE,cubic,3,3,"1,11","0,94","0,8","1,2","1,78","2,57181216","2,147680955","-2,280928571","0,806744555","5,459785248","0,571428571"
1561,GdIrO3,Gd,Ir,FALSE,cubic,2,4,"1,11","0,94","0,63","1,2","2,2","2,57181216","2,009082787","-1,769571429","0,874304444","4,443687046","0,45"
1562,GdKO3,Gd,K,FALSE,orthorhombic,not balanced,not balanced,"1,11","0,94","1,38","1,2","0,82","2,57181216","2,723507129","-3,838071429","0,638430943",-,"0,985714286"
1563,GdLaO3,Gd,La,FALSE,cubic,3,3,"1,11","0,94","1,03","1,2","1,1","2,57181216","2,376509378","-3,017071429","0,730386017","35,58057728","0,735714286"
1564,GdLiO3,Gd,Li,FALSE,orthorhombic,not balanced,not balanced,"1,11","0,94","0,76","1,2","0,98","2,57181216","2,095547886","-2,516928571","0,821684269",-,"0,542857143"
